step,ep,score(50),best,loss,eps
922000,3470,7.0,73,0.39147939331363885,0.01
924000,3472,6.86,73,0.3762222127278801,0.01
926000,3475,7.1,73,0.41326730789616706,0.01
928000,3477,6.96,73,0.527624755515717,0.01
930000,3479,6.92,73,0.21776739244582133,0.01
932000,3482,6.3,73,0.7452322475018446,0.01
934000,3482,6.3,73,0.35384469573851673,0.01
936000,3485,7.06,73,0.43081698777154087,0.01
938000,3487,7.08,73,0.2608116813667584,0.01
940000,3491,7.1,73,0.2702084354567342,0.01
942000,3492,7.06,73,0.4788128586555831,0.01
944000,3493,7.14,73,0.4539888879202772,0.01
946000,3495,7.34,73,0.521242770475801,0.01
948000,3498,7.48,73,0.1836498008214403,0.01
950000,3505,6.58,73,0.5035332400305197,0.01
952000,3508,6.8,73,0.30254648545465895,0.01
954000,3514,5.82,73,0.612558725962881,0.01
956000,3517,5.92,73,0.4932443130156025,0.01
958000,3522,5.24,73,0.3273737201257609,0.01
960000,3530,4.5,73,0.18631354685756377,0.01
962000,3531,4.76,73,0.6466860001918394,0.01
964000,3533,4.32,73,0.47761484351591205,0.01
966000,3536,4.24,73,0.6689738692040555,0.01
968000,3541,4.12,73,0.3422979112376925,0.01
970000,3546,3.26,73,0.6000867132737767,0.01
972000,3551,3.2,73,0.7215866807242856,0.01
974000,3557,3.2,73,0.5256051676964852,0.01
976000,3567,2.6,73,0.6871638767630793,0.01
978000,3571,2.54,73,0.613601249854546,0.01
980000,3574,2.7,73,0.49749246177030726,0.01
982000,3579,2.96,73,0.4470962538802996,0.01
984000,3581,3.02,73,0.8328652284853161,0.01
986000,3583,3.12,73,0.358991978794802,0.01
988000,3584,2.96,73,0.8273945893393829,0.01
990000,3585,3.22,73,0.49141943114809694,0.01
992000,3589,3.44,73,0.7851030864403583,0.01
994000,3591,3.76,73,0.5225323555013165,0.01
996000,3592,3.92,73,0.7317665134579875,0.01
998000,3596,4.1,73,0.4979169338522479,0.01
1000000,3601,4.08,73,0.7484161310270429,0.01
